 0.47, 0.35, 8.59,-0.02,-0.00, 0.06
 0.47, 0.35, 8.75,-0.02,-0.00, 0.06
 0.47, 0.27, 8.47,-0.02,-0.00, 0.06
 0.51, 0.43, 8.79,-0.02,-0.00, 0.06
 0.47, 0.39, 8.79,-0.02,-0.00, 0.06
 0.43, 0.39, 8.55,-0.02, 0.00, 0.06
-6.32,-1.88,12.98, 1.23, 3.68,-0.24
-9.77,-0.71, 1.10,-0.07,-0.03, 0.39
 0.75, 1.53, 5.18,-0.46,-1.82, 2.05
 0.51, 0.43, 8.79,-0.02,-0.01, 0.07
 0.51, 0.43, 8.79,-0.02,-0.00, 0.06
 0.63, 0.55, 8.63,-0.02,-0.00, 0.06
